team,num,name,type,slug_url
SCO,10,Grant Hanley,player,https://scanini.app/teams/scotland
SCO,11,Scott McTominay,player,https://scanini.app/teams/scotland
SCO,12,Billy Gilmour,player,https://scanini.app/teams/scotland
SCO,13,Team Photo,team photo,https://scanini.app/teams/scotland
SCO,14,Lewis Ferguson,player,https://scanini.app/teams/scotland
SCO,15,Ryan Christie,player,https://scanini.app/teams/scotland
SCO,16,Kenny McLean,player,https://scanini.app/teams/scotland
SCO,17,John McGinn,player,https://scanini.app/teams/scotland
SCO,18,Lyndon Dykes,player,https://scanini.app/teams/scotland
SCO,19,Che Adams,player,https://scanini.app/teams/scotland
SCO,20,Ben Gannon-Doak,player,https://scanini.app/teams/scotland
SEN,1,Team Logo,team logo · foil,https://scanini.app/teams/senegal
SEN,2,Edouard Mendy,player,https://scanini.app/teams/senegal
SEN,3,Yehvann Diouf,player,https://scanini.app/teams/senegal
SEN,4,Moussa Niakhaté,player,https://scanini.app/teams/senegal
SEN,5,Abdoulaye Seck,player,https://scanini.app/teams/senegal
SEN,6,Ismail Jakobs,player,https://scanini.app/teams/senegal
SEN,7,El Hadji Malick Diouf,player,https://scanini.app/teams/senegal
SEN,8,Kalidou Koulibaly,player,https://scanini.app/teams/senegal
SEN,9,Idrissa Gana Gueye,player,https://scanini.app/teams/senegal
SEN,10,Pape Matar Sarr,player,https://scanini.app/teams/senegal
SEN,11,Pape Gueye,player,https://scanini.app/teams/senegal
SEN,12,Habib Diarra,player,https://scanini.app/teams/senegal
SEN,13,Team Photo,team photo,https://scanini.app/teams/senegal
SEN,14,Lamine Camara,player,https://scanini.app/teams/senegal
SEN,15,Sadio Mane,player,https://scanini.app/teams/senegal
SEN,16,Ismaïla Sarr,player,https://scanini.app/teams/senegal
SEN,17,Boulaye Dia,player,https://scanini.app/teams/senegal
SEN,18,Iliman Ndiaye,player,https://scanini.app/teams/senegal
SEN,19,Nicolas Jackson,player,https://scanini.app/teams/senegal
SEN,20,Krepin Diatta,player,https://scanini.app/teams/senegal
SUI,1,Team Logo,team logo · foil,https://scanini.app/teams/switzerland
SUI,2,Gregor Kobel,player,https://scanini.app/teams/switzerland
SUI,3,Yvon Mvogo,player,https://scanini.app/teams/switzerland
SUI,4,Manuel Akanji,player,https://scanini.app/teams/switzerland
SUI,5,Ricardo Rodriguez,player,https://scanini.app/teams/switzerland
SUI,6,Nico Elvedi,player,https://scanini.app/teams/switzerland
SUI,7,Aurèle Amenda,player,https://scanini.app/teams/switzerland
SUI,8,Silvan Widmer,player,https://scanini.app/teams/switzerland
SUI,9,Granit Xhaka,player,https://scanini.app/teams/switzerland
SUI,10,Denis Zakaria,player,https://scanini.app/teams/switzerland
SUI,11,Remo Freuler,player,https://scanini.app/teams/switzerland
SUI,12,Fabian Rieder,player,https://scanini.app/teams/switzerland
SUI,13,Team Photo,team photo,https://scanini.app/teams/switzerland
SUI,14,Ardon Jashari,player,https://scanini.app/teams/switzerland
SUI,15,Johan Manzambi,player,https://scanini.app/teams/switzerland
SUI,16,Michel Aebischer,player,https://scanini.app/teams/switzerland
SUI,17,Breel Embolo,player,https://scanini.app/teams/switzerland
SUI,18,Ruben Vargas,player,https://scanini.app/teams/switzerland
SUI,19,Dan Ndoye,player,https://scanini.app/teams/switzerland
SUI,20,Zeki Amdouni,player,https://scanini.app/teams/switzerland
SWE,1,Team Logo,team logo · foil,https://scanini.app/teams/sweden
SWE,2,Victor Johansson,player,https://scanini.app/teams/sweden
SWE,3,Isak Hien,player,https://scanini.app/teams/sweden
SWE,4,Gabriel Gudmundsson,player,https://scanini.app/teams/sweden
SWE,5,Emil Holm,player,https://scanini.app/teams/sweden
SWE,6,Victor Nilsson Lindelöf,player,https://scanini.app/teams/sweden
SWE,7,Gustaf Lagerbielke,player,https://scanini.app/teams/sweden
SWE,8,Lucas Bergvall,player,https://scanini.app/teams/sweden
SWE,9,Hugo Larsson,player,https://scanini.app/teams/sweden
SWE,10,Jesper Karlström,player,https://scanini.app/teams/sweden
SWE,11,Yasin Ayari,player,https://scanini.app/teams/sweden
SWE,12,Mattias Svanberg,player,https://scanini.app/teams/sweden
SWE,13,Team Photo,team photo,https://scanini.app/teams/sweden
SWE,14,Daniel Svensson,player,https://scanini.app/teams/sweden
SWE,15,Ken Sema,player,https://scanini.app/teams/sweden
SWE,16,Roony Bardghji,player,https://scanini.app/teams/sweden
SWE,17,Dejan Kulusevski,player,https://scanini.app/teams/sweden
SWE,18,Anthony Elanga,player,https://scanini.app/teams/sweden
SWE,19,Alexander Isak,player,https://scanini.app/teams/sweden
SWE,20,Viktor Gyökeres,player,https://scanini.app/teams/sweden
TUN,1,Team Logo,team logo · foil,https://scanini.app/teams/tunisia
TUN,2,Bechir Ben Said,player,https://scanini.app/teams/tunisia
TUN,3,Aymen Dahmen,player,https://scanini.app/teams/tunisia
TUN,4,Yan Valery,player,https://scanini.app/teams/tunisia
TUN,5,Montassar Talbi,player,https://scanini.app/teams/tunisia
TUN,6,Yassine Meriah,player,https://scanini.app/teams/tunisia
TUN,7,Ali Abdi,player,https://scanini.app/teams/tunisia
TUN,8,Dylan Bronn,player,https://scanini.app/teams/tunisia
TUN,9,Ellyes Skhiri,player,https://scanini.app/teams/tunisia
TUN,10,Aissa Laidouni,player,https://scanini.app/teams/tunisia
TUN,11,Ferjani Sassi,player,https://scanini.app/teams/tunisia
TUN,12,Mohamed Ali Ben Romdhane,player,https://scanini.app/teams/tunisia
TUN,13,Team Photo,team photo,https://scanini.app/teams/tunisia
TUN,14,Hannibal Mejbri,player,https://scanini.app/teams/tunisia
TUN,15,Elias Achouri,player,https://scanini.app/teams/tunisia
TUN,16,Elias Saad,player,https://scanini.app/teams/tunisia
TUN,17,Hazem Mastouri,player,https://scanini.app/teams/tunisia
TUN,18,Ismael Gharbi,player,https://scanini.app/teams/tunisia
TUN,19,Sayfallah Ltaief,player,https://scanini.app/teams/tunisia
TUN,20,Naim Sliti,player,https://scanini.app/teams/tunisia
TUR,1,Team Logo,team logo · foil,https://scanini.app/teams/turkey
TUR,2,Ugurcan Cakir,player,https://scanini.app/teams/turkey
TUR,3,Mert Muldur,player,https://scanini.app/teams/turkey
TUR,4,Zeki Celik,player,https://scanini.app/teams/turkey
TUR,5,Abdulkerim Bardakci,player,https://scanini.app/teams/turkey
TUR,6,Caglar Soyuncu,player,https://scanini.app/teams/turkey
TUR,7,Merih Demiral,player,https://scanini.app/teams/turkey
TUR,8,Ferdi Kadioglu,player,https://scanini.app/teams/turkey
TUR,9,Kaan Ayhan,player,https://scanini.app/teams/turkey
TUR,10,Ismail Yuksek,player,https://scanini.app/teams/turkey
TUR,11,Hakan Calhanoglu,player,https://scanini.app/teams/turkey
TUR,12,Orkun Kokcu,player,https://scanini.app/teams/turkey
TUR,13,Team Photo,team photo,https://scanini.app/teams/turkey
TUR,14,Arda Guler,player,https://scanini.app/teams/turkey
TUR,15,Irfan Can Kahveci,player,https://scanini.app/teams/turkey
TUR,16,Yunus Akgun,player,https://scanini.app/teams/turkey
TUR,17,Can Uzun,player,https://scanini.app/teams/turkey
TUR,18,Baris Alper Yilmaz,player,https://scanini.app/teams/turkey
TUR,19,Kerem Akturkoglu,player,https://scanini.app/teams/turkey
TUR,20,Kenan Yildiz,player,https://scanini.app/teams/turkey
URU,1,Team Logo,team logo · foil,https://scanini.app/teams/uruguay
URU,2,Sergio Rochet,player,https://scanini.app/teams/uruguay
URU,3,Santiago Mele,player,https://scanini.app/teams/uruguay
URU,4,Ronald Araujo,player,https://scanini.app/teams/uruguay
URU,5,José María Giménez,player,https://scanini.app/teams/uruguay
URU,6,Sebastian Caceres,player,https://scanini.app/teams/uruguay
URU,7,Mathias Olivera,player,https://scanini.app/teams/uruguay
URU,8,Guillermo Varela,player,https://scanini.app/teams/uruguay
URU,9,Nahitan Nandez,player,https://scanini.app/teams/uruguay
URU,10,Federico Valverde,player,https://scanini.app/teams/uruguay
URU,11,Giorgian De Arrascaeta,player,https://scanini.app/teams/uruguay
URU,12,Rodrigo Bentancur,player,https://scanini.app/teams/uruguay
URU,13,Team Photo,team photo,https://scanini.app/teams/uruguay
URU,14,Manuel Ugarte,player,https://scanini.app/teams/uruguay
URU,15,Nicolás de la Cruz,player,https://scanini.app/teams/uruguay
URU,16,Maxi Araujo,player,https://scanini.app/teams/uruguay
URU,17,Darwin Núñez,player,https://scanini.app/teams/uruguay
URU,18,Federico Viñas,player,https://scanini.app/teams/uruguay
URU,19,Rodrigo Aguirre,player,https://scanini.app/teams/uruguay
URU,20,Facundo Pellistri,player,https://scanini.app/teams/uruguay
USA,1,Team Logo,team logo · foil,https://scanini.app/teams/united-states
USA,2,Math Freese,player,https://scanini.app/teams/united-states
USA,3,Chris Richards,player,https://scanini.app/teams/united-states
USA,4,Tim Ream,player,https://scanini.app/teams/united-states
USA,5,Mark McKenzie,player,https://scanini.app/teams/united-states
USA,6,Alex Freeman,player,https://scanini.app/teams/united-states
USA,7,Antonee Robinson,player,https://scanini.app/teams/united-states
USA,8,Tyler Adams,player,https://scanini.app/teams/united-states
USA,9,Tanner Tessmann,player,https://scanini.app/teams/united-states
USA,10,Weston McKenny,player,https://scanini.app/teams/united-states
USA,11,Christian Roldan,player,https://scanini.app/teams/united-states
USA,12,Timothy Weah,player,https://scanini.app/teams/united-states
USA,13,Team Photo,team photo,https://scanini.app/teams/united-states
USA,14,Diego Luna,player,https://scanini.app/teams/united-states
USA,15,Malik Tillman,player,https://scanini.app/teams/united-states
USA,16,Christian Pulisic,player,https://scanini.app/teams/united-states
USA,17,Brenden Aaronson,player,https://scanini.app/teams/united-states
USA,18,Ricardo Pepi,player,https://scanini.app/teams/united-states
USA,19,Haji Wright,player,https://scanini.app/teams/united-states
USA,20,Folarin Balogun,player,https://scanini.app/teams/united-states
UZB,1,Team Logo,team logo · foil,https://scanini.app/teams/uzbekistan
UZB,2,Utkir Yusupov,player,https://scanini.app/teams/uzbekistan
UZB,3,Farrukh Savfiev,player,https://scanini.app/teams/uzbekistan
UZB,4,Sherzod Nasrullaev,player,https://scanini.app/teams/uzbekistan
UZB,5,Umar Eshmurodov,player,https://scanini.app/teams/uzbekistan
UZB,6,Husniddin Aliqulov,player,https://scanini.app/teams/uzbekistan
UZB,7,Rustamjon Ashurmatov,player,https://scanini.app/teams/uzbekistan
UZB,8,Khojiakbar Alijonov,player,https://scanini.app/teams/uzbekistan
UZB,9,Abdukodir Khusanov,player,https://scanini.app/teams/uzbekistan
UZB,10,Odiljon Hamrobekov,player,https://scanini.app/teams/uzbekistan
UZB,11,Otabek Shukurov,player,https://scanini.app/teams/uzbekistan
UZB,12,Jamshid Iskanderov,player,https://scanini.app/teams/uzbekistan
UZB,13,Team Photo,team photo,https://scanini.app/teams/uzbekistan
UZB,14,Azizbek Turgunboev,player,https://scanini.app/teams/uzbekistan
UZB,15,Khojimat Erkinov,player,https://scanini.app/teams/uzbekistan
UZB,16,Eldor Shomurodov,player,https://scanini.app/teams/uzbekistan
UZB,17,Oston Urunov,player,https://scanini.app/teams/uzbekistan
UZB,18,Jaloliddin Masharipov,player,https://scanini.app/teams/uzbekistan
UZB,19,Igor Sergeev,player,https://scanini.app/teams/uzbekistan
UZB,20,Abbosbek Fayzullaev,player,https://scanini.app/teams/uzbekistan
